t	V	m	X	Y	teta	R	G	Mach	delta	alpha	C_xa	C_ya	AD_K	m_z	_m	n_xa	n_ya
0.3100000000000001	295.8849082650546	196.90000000000015	84.37222434507466	4999.999999983362	-5.380719967407744e-10	30000.0	10.0	0.9231498504164174	-0.02181661564992912	0.0637842061355109	0.5676321658602336	0.015177572251795998	0.026738393566535703	-0.0009231599088480654	0.025833333333331862	15.142761651952949	1.0000000751030542
0.3200000000000001	297.3699059006487	196.80000000000015	87.3310734277252	4999.999999981769	-5.131802450463042e-10	30000.0	10.0	0.9277829875142171	-0.02181661564992912	0.06374509095700037	0.5752888044938358	0.015178930101646887	0.026384887004714044	-0.0009202004049062412	0.026666666666665152	15.141910878099727	0.9999997982896373
0.3300000000000001	298.85482010382617	196.7000000000002	90.30477248673171	4999.999999980243	-5.797001884118395e-10	30000.0	10.0	0.932415864305997	-0.02181661564992912	0.06370597577848984	0.5829450148585047	0.015180274105942948	0.026040662016172448	-0.0009172413437626145	0.02749999999999844	15.140942520668125	1.0000000110657186
0.3400000000000001	300.3396393435861	196.6000000000002	93.29332068776995	4999.9999999785105	-5.760690731795383e-10	30000.0	10.000000000000002	0.9370484448154623	-0.02181661564992912	0.06366681898808728	0.59060073669042	0.015181591487677462	0.025705337878092285	-0.0009142808348694312	0.02833333333333172	15.139855791371243	1.000000058595786
0.3500000000000001	301.8243520116071	196.5000000000002	96.29671708120578	4999.999999976781	-5.569364549862322e-10	30000.0	10.0	0.9416806928250868	-0.02181661564992912	0.06362762058579265	0.5982559101338863	0.015182882123759003	0.025378574396968608	-0.0009113188832915899	0.029166666666665012	15.138649862926448	0.9999999392775952
0.3600000000000001	303.30894641844435	196.4000000000002	99.31496060132187	4999.9999999751	-5.766659223300895e-10	30000.0	10.0	0.9463125718642408	-0.02181661564992912	0.06358838057160601	0.6059104749148585	0.015184145890581731	0.02506004850422066	-0.0009083554941821787	0.029999999999998295	15.137323910897386	0.9999996514759419
0.37000000000000016	304.79341079380896	196.30000000000018	102.3480500655063	4999.999999973351	-6.893514693020935e-10	30000.0	10.0	0.9509440452100604	-0.02181661564992912	0.06354918216931142	0.6135643719439169	0.015185408056437854	0.024749494512412595	-0.0009053944925863012	0.030833333333331582	15.135877030336484	1.0000005051135838
0.38000000000000017	306.2777332786721	196.20000000000027	105.39598417344442	4999.99999997125	-5.268324662125172e-10	30000.0	10.0	0.9555750758628162	-0.02181661564992912	0.06350985893134074	0.6212175368673805	0.01518661772575042	0.024446537363275542	-0.00090242824904689	0.031666666666664865	15.134308569744608	0.9999998761554874
0.3900000000000002	307.7619019500785	196.10000000000028	108.45876150623114	4999.9999999696365	-5.664860112785984e-10	30000.0	10.0	0.9602056266233449	-0.02181661564992912	0.06347053569337	0.6288699106093351	0.015187812862081531	0.024150961281269614	-0.0008994624986786414	0.032499999999998155	15.132617588570447	0.9999997302562402
0.4000000000000002	309.2459047928836	196.00000000000026	111.53638052573193	4999.999999967893	-6.524382563426647e-10	30000.0	10.0	0.9648356600048352	-0.02181661564992912	0.06343121245539933	0.6365214312130729	0.015188993360672696	0.023862501112846653	-0.0008964972542194065	0.03333333333333144	15.130803274750035	1.0000000669262867
0.4100000000000002	310.72972971229086	195.90000000000026	114.62883957366077	4999.999999965876	-6.312149301923283e-10	30000.0	10.0	0.9694651382719738	-0.02181661564992912	0.06339180599364458	0.6441720347177023	0.015190133668147372	0.023580864814791592	-0.0008935286894342937	0.03416666666666472	15.128864903007702	0.9999995706461484
0.4200000000000002	312.21336454236365	195.80000000000027	117.7361368707837	4999.999999963914	-7.667192783420147e-10	30000.0	10.0	0.9740940234674969	-0.02181661564992912	0.06335244114378183	0.6518216607821126	0.015191271830133343	0.02330587144328025	-0.0008905625686141533	0.03499999999999801	15.126801542802966	1.0000002120856983
0.4300000000000002	313.69679702593606	195.70000000000027	120.85827051620731	4999.99999996152	-7.001029687986134e-10	30000.0	10.0	0.9787222773494992	-0.02181661564992912	0.06331299307013502	0.6594702438143885	0.015192369547299718	0.02303723282407219	-0.0008875931389328525	0.035833333333331295	15.12461251757418	1.0000000168752865
0.4400000000000002	315.18001483945943	195.60000000000028	123.99523848646669	4999.999999959324	-6.948274917213355e-10	30000.0	10.0	0.9833498614689771	-0.02181661564992912	0.06327354499648823	0.6671177218608755	0.015193452161143409	0.0227747692247815	-0.0008846242525660922	0.03666666666666458	15.12229694566292	1.000000299403235
